album,lyric
Fearless (Taylor’s Version),"""You know, I haven't seen you around before"""
Fearless (Taylor’s Version),'Cause when you're fifteen and somebody tells you they love you
Fearless (Taylor’s Version),You're gonna believe them
Fearless (Taylor’s Version),"And when you're fifteen, feelin' like there's nothin' to figure out"
Fearless (Taylor’s Version),"Well, count to ten, take it in"
Fearless (Taylor’s Version),This is life before you know who you're gonna be
Fearless (Taylor’s Version),At fifteen
Fearless (Taylor’s Version),You sit in class next to a redhead named Abigail
Fearless (Taylor’s Version),"And soon enough, you're best friends"
Fearless (Taylor’s Version),Laughin' at the other girls who think they're so cool
Fearless (Taylor’s Version),We'll be outta here as soon as we can
Fearless (Taylor’s Version),And then you're on your very first date and he's got a car
Fearless (Taylor’s Version),And you're feelin' like flyin'
Fearless (Taylor’s Version),And your mama's waitin' up and you're thinkin' he's the one
Fearless (Taylor’s Version),And you're dancin' 'round your room when the night ends
Fearless (Taylor’s Version),When the night ends
Fearless (Taylor’s Version),'Cause when you're fifteen and somebody tells you they love you
Fearless (Taylor’s Version),You're gonna believe them
Fearless (Taylor’s Version),And when you're fifteen and your first kiss
Fearless (Taylor’s Version),"Makes your head spin around, well"
Fearless (Taylor’s Version),In your life you'll do things greater than
Fearless (Taylor’s Version),Datin' the boy on the football team
Fearless (Taylor’s Version),I didn't know it at fifteen
Fearless (Taylor’s Version),When all you wanted was to be wanted
Fearless (Taylor’s Version),Wish you could go back and tell yourself what you know now
Fearless (Taylor’s Version),"Back then, I swore I was gonna marry him someday"
Fearless (Taylor’s Version),But I realized some bigger dreams of mine
Fearless (Taylor’s Version),And Abigail gave everything she had
Fearless (Taylor’s Version),To a boy who changed his mind
Fearless (Taylor’s Version),And we both cried
Fearless (Taylor’s Version),Cause when you're fifteen and somebody tells you they love you
Fearless (Taylor’s Version),You're gonna believe them
Fearless (Taylor’s Version),"And when you're fifteen, don't forget to look before you fall"
Fearless (Taylor’s Version),But I've found time can heal most anything
Fearless (Taylor’s Version),And you just might find who you're supposed to be
Fearless (Taylor’s Version),I didn't know who I was supposed to be
Fearless (Taylor’s Version),At fifteen
Fearless (Taylor’s Version),"La-la-la, la-la-la, la-la-la-la"
Fearless (Taylor’s Version),"La-la-la, la-la-la, la-la-la-la"
Fearless (Taylor’s Version),"La-la-la, la-la-la"
Fearless (Taylor’s Version),Your very first day
Fearless (Taylor’s Version),"Take a deep breath, girl"
Fearless (Taylor’s Version),Take a deep breath as you walk through the doors
Fearless (Taylor’s Version),We were both young when I first saw you
Fearless (Taylor’s Version),I close my eyes and the flashback starts
Fearless (Taylor’s Version),I'm standing there
Fearless (Taylor’s Version),On a balcony in summer air
Fearless (Taylor’s Version),"See the lights, see the party, the ball gowns"
Fearless (Taylor’s Version),See you make your way through the crowd
Fearless (Taylor’s Version),"And say, ""Hello"""
Fearless (Taylor’s Version),Little did I know
Fearless (Taylor’s Version),"That you were Romeo, you were throwing pebbles"
Fearless (Taylor’s Version),"And my daddy said, ""Stay away from Juliet"""
Fearless (Taylor’s Version),And I was crying on the staircase
Fearless (Taylor’s Version),"Begging you, ""Please don't go,"" and I said"
Fearless (Taylor’s Version),"Romeo, take me somewhere we can be alone"
Fearless (Taylor’s Version),"I'll be waiting, all there's left to do is run"
Fearless (Taylor’s Version),You'll be the prince and I'll be the princess
Fearless (Taylor’s Version),"It's a love story, baby, just say, ""Yes"""
Fearless (Taylor’s Version),So I sneak out to the garden to see you
Fearless (Taylor’s Version),We keep quiet 'cause we're dead if they knew
Fearless (Taylor’s Version),So close your eyes
Fearless (Taylor’s Version),"Escape this town for a little while, oh, oh"
Fearless (Taylor’s Version),"'Cause you were Romeo, I was a scarlet letter"
Fearless (Taylor’s Version),"And my daddy said, ""Stay away from Juliet"""
Fearless (Taylor’s Version),But you were everything to me
Fearless (Taylor’s Version),"I was begging you, ""Please don't go,"" and I said"
Fearless (Taylor’s Version),"Romeo, take me somewhere we can be alone"
Fearless (Taylor’s Version),"I'll be waiting, all there's left to do is run"
Fearless (Taylor’s Version),You'll be the prince and I'll be the princess
Fearless (Taylor’s Version),"It's a love story, baby, just say, ""Yes"""
Fearless (Taylor’s Version),"Romeo, save me, they're trying to tell me how to feel"
Fearless (Taylor’s Version),"This love is difficult, but it's real"
Fearless (Taylor’s Version),"Don't be afraid, we'll make it out of this mess"
Fearless (Taylor’s Version),"It's a love story, baby, just say, ""Yes"""
Fearless (Taylor’s Version),"Oh, oh"
Fearless (Taylor’s Version),And I got tired of waiting
Fearless (Taylor’s Version),Wondering if you were ever coming around
Fearless (Taylor’s Version),My faith in you was fading
Fearless (Taylor’s Version),When I met you on the outskirts of town
Fearless (Taylor’s Version),"And I said, ""Romeo, save me, I've been feeling so alone"
Fearless (Taylor’s Version),"I keep waiting for you, but you never come"
Fearless (Taylor’s Version),"Is this in my head? I don't know what to think"""
Fearless (Taylor’s Version),"He knelt to the ground and pulled out a ring, and said"
Fearless (Taylor’s Version),"""Marry me, Juliet, you'll never have to be alone"
Fearless (Taylor’s Version),I love you and that's all I really know
Fearless (Taylor’s Version),"I talked to your dad, go pick out a white dress"
Fearless (Taylor’s Version),"It's a love story, baby, just say, 'Yes'"""
Fearless (Taylor’s Version),"Oh, oh, oh"
Fearless (Taylor’s Version),"Oh, oh, oh"
Fearless (Taylor’s Version),'Cause we were both young when I first saw you
Fearless (Taylor’s Version),"Mmm-mm, mm-mm"
Fearless (Taylor’s Version),"Mmm-mm, mm-mm"
Fearless (Taylor’s Version),"Mmm-mm, mm-mm, yeah"
Fearless (Taylor’s Version),"Hey Stephen, I know looks can be deceiving"
Fearless (Taylor’s Version),But I know I saw a light in you
Fearless (Taylor’s Version),And as we walked we were talking
Fearless (Taylor’s Version),I didn't say half the things I wanted to
Fearless (Taylor’s Version),Of all the girls tossing rocks at your window
Fearless (Taylor’s Version),I'll be the one waiting there even when it's cold
Fearless (Taylor’s Version),"Hey Stephen, boy, you might have me believing"
Fearless (Taylor’s Version),I don't always have to be alone
Fearless (Taylor’s Version),'Cause I can't help it if you look like an angel
Fearless (Taylor’s Version),Can't help it if I wanna kiss you in the rain so
Fearless (Taylor’s Version),Come feel this magic I've been feeling since I met you
Fearless (Taylor’s Version),Can't help it if there's no one else
Fearless (Taylor’s Version),"Mmm, I can't help myself"
Fearless (Taylor’s Version),"Hey Stephen, I've been holding back this feeling"
Fearless (Taylor’s Version),So I got some things to say to you
Fearless (Taylor’s Version),"I've seen it all, so I thought"
Fearless (Taylor’s Version),But I never seen nobody shine the way you do
Fearless (Taylor’s Version),"The way you walk, way you talk, way you say my name"
Fearless (Taylor’s Version),"It's beautiful, wonderful, don't you ever change"
Fearless (Taylor’s Version),"Hey Stephen, why are people always leaving?"
Fearless (Taylor’s Version),I think you and I should stay the same
Fearless (Taylor’s Version),'Cause I can't help it if you look like an angel
Fearless (Taylor’s Version),Can't help it if I wanna kiss you in the rain so
Fearless (Taylor’s Version),Come feel this magic I've been feeling since I met you
Fearless (Taylor’s Version),Can't help it if there's no one else
Fearless (Taylor’s Version),"Mmm, I can't help myself"
Fearless (Taylor’s Version),"They're dimming the street lights, you're perfect for me"
Fearless (Taylor’s Version),Why aren't you here tonight?
Fearless (Taylor’s Version),"I'm waiting alone now, so come on and come out"
Fearless (Taylor’s Version),"And pull me near and shine, shine, shine"
Fearless (Taylor’s Version),"Hey Stephen, I could give you fifty reasons"
Fearless (Taylor’s Version),Why I should be the one you choose
Fearless (Taylor’s Version),"All those other girls, well, they're beautiful"
Fearless (Taylor’s Version),But would they write a song for you? (Ha-ha-ha)
Fearless (Taylor’s Version),I can't help it if you look like an angel
Fearless (Taylor’s Version),Can't help it if I wanna kiss you in the rain so
Fearless (Taylor’s Version),Come feel this magic I've been feeling since I met you
Fearless (Taylor’s Version),Can't help it if there's no one else
Fearless (Taylor’s Version),"Mmm, I can't help myself"
Fearless (Taylor’s Version),If you look like an angel
Fearless (Taylor’s Version),Can't help it if I wanna kiss you in the rain so
Fearless (Taylor’s Version),Come feel this magic I've been feeling since I met you
Fearless (Taylor’s Version),Can't help it if there's no one else
Fearless (Taylor’s Version),"Mmm, I can't help myself"
Fearless (Taylor’s Version),"Ah-uh, myself"
Fearless (Taylor’s Version),"Mmm-mm, I can't help myself"
Fearless (Taylor’s Version),I can't help myself
Fearless (Taylor’s Version),Oh-oh-oh
Fearless (Taylor’s Version),"Mmm-mm, mm-mm"
Fearless (Taylor’s Version),"Mmm-mm, mm-mm"
Fearless (Taylor’s Version),"Mmm-mm, mm-mm"
Fearless (Taylor’s Version),"Say you're sorry, that face of an angel"
Fearless (Taylor’s Version),Comes out just when you need it to
Fearless (Taylor’s Version),As I paced back and forth all this time
Fearless (Taylor’s Version),'Cause I honestly believed in you
Fearless (Taylor’s Version),"Holdin' on, the days drag on"
Fearless (Taylor’s Version),"Stupid girl, I shoulda known, I shoulda known"
Fearless (Taylor’s Version),"That I'm not a princess, this ain't a fairytale"
Fearless (Taylor’s Version),"I'm not the one you'll sweep off her feet, lead her up the stairwell"
Fearless (Taylor’s Version),"This ain't Hollywood, this is a small town"
Fearless (Taylor’s Version),I was a dreamer before you went and let me down
Fearless (Taylor’s Version),Now it's too late for you and your white horse
Fearless (Taylor’s Version),To come around
Fearless (Taylor’s Version),"Maybe I was naïve, got lost in your eyes"
Fearless (Taylor’s Version),And never really had a chance
Fearless (Taylor’s Version),"My mistake, I didn't know to bе in love"
Fearless (Taylor’s Version),You had to fight to have the uppеr hand
Fearless (Taylor’s Version),I had so many dreams about you and me
Fearless (Taylor’s Version),"Happy endings, now I know"
Fearless (Taylor’s Version),"That I'm not a princess, this ain't a fairytale"
Fearless (Taylor’s Version),"I'm not the one you'll sweep off her feet, lead her up the stairwell"
Fearless (Taylor’s Version),"This ain't Hollywood, this is a small town"
Fearless (Taylor’s Version),I was a dreamer before you went and let me down
Fearless (Taylor’s Version),Now it's too late for you and your white horse
Fearless (Taylor’s Version),To come around
Fearless (Taylor’s Version),And there you are on your knees
Fearless (Taylor’s Version),"Beggin' for forgiveness, beggin' for me"
Fearless (Taylor’s Version),Just like I always wanted
Fearless (Taylor’s Version),But I'm so sorry
Fearless (Taylor’s Version),"'Cause I'm not your princess, this ain't our fairytale"
Fearless (Taylor’s Version),I'm gonna find someone someday
Fearless (Taylor’s Version),Who might actually treat me well
Fearless (Taylor’s Version),"This is a big world, that was a small town"
Fearless (Taylor’s Version),There in my rearview mirror disappearing now
